"BehaviorSpace results (NetLogo 6.0.4)"
"straight-run-trial.nlogo"
"general experiment template"
"01/01/2019 15:32:11:352 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","499","0","999"
"[run number]","experiment-number","[step]","objective-mine-speed","objective-mine-position","objective-mine-detected-ratio"
"1608","160","4765","-4.739999999999999","-4.739999999999999","0.005"
"1609","160","4767","-4.142","-4.142","0.125"
"1611","161","12083","-11.658","-11.658","0.085"
"1613","161","4765","-3.3149999999999995","-3.3149999999999995","0.29"
"1617","161","15000","-14.775","-14.775","0.045"
"1612","161","13805","-13.53","-13.53","0.055"
"1614","161","4771","-4.671","-4.671","0.02"
"1615","161","4772","-4.247","-4.247","0.105"
"1616","161","15000","-14.35","-14.35","0.13"
"1618","161","9925","-9.4","-9.4","0.105"
"1621","162","15000","-13.825","-13.825","0.235"
"1619","161","15000","-13.475","-13.475","0.305"
"1623","162","4803","-3.678","-3.678","0.225"
"1622","162","4718","-4.518","-4.518","0.04"
"1620","161","15000","-14.775","-14.775","0.045"
"1624","162","4841","-3.591","-3.591","0.25"
"1625","162","15000","-14.875","-14.875","0.025"
"1626","162","13684","-13.283999999999999","-13.283999999999999","0.08"
"1627","162","15000","-14.575","-14.575","0.085"
"1628","162","8787","-8.062000000000001","-8.062000000000001","0.145"
"1630","162","4792","-4.542","-4.542","0.05"
"1631","163","4786","-4.486","-4.486","0.06"
"1629","162","15000","-14.375","-14.375","0.125"
"1632","163","4748","-4.673","-4.673","0.015"
"1635","163","15000","-13.45","-13.45","0.31"
"1633","163","15000","-14.75","-14.75","0.05"
"1637","163","15000","-14.35","-14.35","0.13"
"1634","163","15000","-14.6","-14.6","0.08"
"1641","164","15000","-13.625","-13.625","0.275"
"1636","163","4766","-3.641","-3.641","0.225"
"1639","163","4761","-4.461","-4.461","0.06"
"1638","163","4741","-5.215999999999999","-5.215999999999999","0.105"
"1640","163","6538","-5.888","-5.888","0.13"
"1644","164","15000","-14.5","-14.5","0.1"
"1642","164","11288","-11.188","-11.188","0.02"
"1643","164","4753","-6.0280000000000005","-6.0280000000000005","0.145"
"1645","164","4741","-4.741","-4.741","0"
"1646","164","4751","-4.101","-4.101","0.13"
"1647","164","4728","-3.453","-3.453","0.255"
"1648","164","4742","-4.742","-4.742","0"
"1649","164","4725","-4.3","-4.3","0.085"
"1650","164","4749","-2.9739999999999998","-2.9739999999999998","0.355"
"1654","165","15000","-14.9","-14.9","0.02"
"1651","165","4739","-3.214","-3.214","0.305"
"1652","165","15000","-14.575","-14.575","0.085"
"1653","165","4734","-4.684","-4.684","0.01"
"1655","165","4752","-4.677","-4.677","0.015"
"1656","165","4748","-4.323","-4.323","0.085"
"1657","165","4721","-3.621","-3.621","0.22"
"1658","165","8873","-8.673","-8.673","0.04"
"1659","165","15000","-14.3","-14.3","0.14"
"1660","165","4798","-4.498","-4.498","0.06"
"1661","166","4768","-3.9179999999999997","-3.9179999999999997","0.17"
"1663","166","15000","-14.175","-14.175","0.165"
"1662","166","15000","-13.975","-13.975","0.205"
"1664","166","4729","-3.3040000000000003","-3.3040000000000003","0.285"
"1665","166","15000","-14.5","-14.5","0.1"
"1666","166","4742","-3.992","-3.992","0.15"
"1667","166","4767","-4.117","-4.117","0.13"
"1668","166","4756","-4.381","-4.381","0.075"
"1670","166","15000","-14.625","-14.625","0.075"
"1669","166","15000","-14.9","-14.9","0.02"
"1671","167","4750","-3.9","-3.9","0.17"
"1673","167","4757","-2.8819999999999997","-2.8819999999999997","0.375"
"1674","167","15000","-14.8","-14.8","0.04"
"1672","167","15000","-14.975","-14.975","0.005"
"1679","167","15000","-14.55","-14.55","0.09"
"1675","167","4758","-4.758","-4.758","0"
"1677","167","4750","-3.4","-3.4","0.27"
"1676","167","4734","-3.559","-3.559","0.235"
"1680","167","15000","-15","-15","0"
"1678","167","4755","-4.68","-4.68","0.015"
"1682","168","15000","-14.1","-14.1","0.18"
"1681","168","15000","-14.975","-14.975","0.005"
"1688","168","15000","-17.75","-17.75","0.05"
"1683","168","4770","-4.494999999999999","-4.494999999999999","0.055"
"1684","168","4745","-4.345","-4.345","0.08"
"1687","168","4713","-3.6630000000000003","-3.6630000000000003","0.21"
"1685","168","4734","-4.459","-4.459","0.055"
"1686","168","4736","-4.335999999999999","-4.335999999999999","0.08"
"1689","168","4785","-4.01","-4.01","0.155"
"1690","168","4765","-3.9399999999999995","-3.9399999999999995","0.165"
"1691","169","15000","-14.675","-14.675","0.065"
"1692","169","15000","-14","-14","0.2"
"1693","169","12981","-12.281","-12.281","0.14"
"1695","169","4740","-3.8400000000000003","-3.8400000000000003","0.18"
"1694","169","13886","-12.811","-12.811","0.215"
"1696","169","4747","-3.9219999999999997","-3.9219999999999997","0.165"
"1697","169","15000","-14.625","-14.625","0.075"
"1700","169","15000","-14.825","-14.825","0.035"
"1701","170","15000","-13.85","-13.85","0.23"
"1698","169","4726","-4.601","-4.601","0.025"
"1699","169","15000","-13.775","-13.775","0.245"
"1703","170","15000","-14.475","-14.475","0.105"
"1704","170","4788","-4.663","-4.663","0.025"
"1702","170","15000","-14.575","-14.575","0.085"
"1705","170","4749","-4.499","-4.499","0.05"
"1706","170","4766","-4.441","-4.441","0.065"
"1707","170","15000","-13.35","-13.35","0.33"
"1708","170","15000","-13.775","-13.775","0.245"
"1709","170","4738","-4.538","-4.538","0.04"
"1710","170","4692","-3.367","-3.367","0.265"
"1712","171","4747","-4.3469999999999995","-4.3469999999999995","0.08"
"1711","171","12107","-10.757","-10.757","0.27"
"1713","171","11495","-11.17","-11.17","0.065"
"1714","171","4722","-3.1220000000000003","-3.1220000000000003","0.32"
"1715","171","4750","-4.725","-4.725","0.005"
"1716","171","4741","-4.691","-4.691","0.01"
"1717","171","15000","-14.65","-14.65","0.07"
"1718","171","15000","-14.3","-14.3","0.14"
"1719","171","4751","-3.7510000000000003","-3.7510000000000003","0.2"
"1720","171","4740","-4.09","-4.09","0.13"
"1724","172","15000","-14.975","-14.975","0.005"
"1721","172","4780","-4.555000000000001","-4.555000000000001","0.045"
"1722","172","4739","-4.664","-4.664","0.015"
"1725","172","15000","-14.875","-14.875","0.025"
"1723","172","4724","-3.649","-3.649","0.215"
"1726","172","15000","-14.6","-14.6","0.08"
"1730","172","15000","-14.55","-14.55","0.09"
"1727","172","4755","-4.43","-4.43","0.065"
"1728","172","15000","-14.25","-14.25","0.15"
"1729","172","4759","-4.4590000000000005","-4.4590000000000005","0.06"
"1731","173","4724","-4.524","-4.524","0.04"
"1732","173","15000","-14.975","-14.975","0.005"
"1734","173","4746","-4.196000000000001","-4.196000000000001","0.11"
"1733","173","15000","-14.825","-14.825","0.035"
"1735","173","4746","-4.346","-4.346","0.08"
"1736","173","4747","-4.197","-4.197","0.11"
"1739","173","15000","-13.15","-13.15","0.37"
"1737","173","4730","-3.7550000000000003","-3.7550000000000003","0.195"
"1742","174","15000","-14.05","-14.05","0.19"
"1738","173","4732","-3.9570000000000003","-3.9570000000000003","0.155"
"1740","173","4732","-3.4320000000000004","-3.4320000000000004","0.26"
"1741","174","15000","-14.825","-14.825","0.035"
"1743","174","4760","-4.185","-4.185","0.115"
"1744","174","15000","-13.7","-13.7","0.26"
"1745","174","13685","-13.385","-13.385","0.06"
"1746","174","4745","-4.595","-4.595","0.03"
"1747","174","4778","-4.327999999999999","-4.327999999999999","0.09"
"1748","174","4760","-4.71","-4.71","0.01"
"1751","175","15000","-14.525","-14.525","0.095"
"1749","174","4781","-3.4059999999999997","-3.4059999999999997","0.275"
"1750","174","4740","-3.765","-3.765","0.195"
"1752","175","4768","-4.068","-4.068","0.14"
"1755","175","4772","-3.7470000000000003","-3.7470000000000003","0.205"
"1756","175","4756","-4.331","-4.331","0.085"
"1754","175","12102","-12.077","-12.077","0.005"
"1753","175","15000","-14.65","-14.65","0.07"
"1757","175","15000","-14.1","-14.1","0.18"
"1759","175","4710","-4.36","-4.36","0.07"
"1761","176","15000","-14.875","-14.875","0.025"
"1758","175","15000","-14.65","-14.65","0.07"
"1760","175","15000","-14.75","-14.75","0.05"
"1766","176","15000","-14.875","-14.875","0.025"
"1762","176","4753","-4.253","-4.253","0.1"
"1764","176","8004","-6.279","-6.279","0.345"
"1763","176","15000","-14.8","-14.8","0.04"
"1769","176","15000","-13.625","-13.625","0.275"
"1765","176","15000","-14.8","-14.8","0.04"
"1767","176","4775","-3.5000000000000004","-3.5000000000000004","0.255"
"1770","176","15000","-18.575","-18.575","0.085"
"1768","176","4733","-4.0329999999999995","-4.0329999999999995","0.14"
"1771","177","15000","-17.075","-17.075","0.185"
"1773","177","4721","-4.371","-4.371","0.07"
"1772","177","15000","-14.6","-14.6","0.08"
"1775","177","4728","-4.403","-4.403","0.065"
"1774","177","4737","-4.312","-4.312","0.085"
"1778","177","4754","-4.754","-4.754","0"
"1777","177","4714","-3.8890000000000002","-3.8890000000000002","0.165"
"1776","177","14265","-12.865","-12.865","0.28"
"1779","177","15000","-14.95","-14.95","0.01"
"1781","178","4762","-4.736999999999999","-4.736999999999999","0.005"
"1784","178","15000","-13.225","-13.225","0.355"
"1780","177","15000","-16.775","-16.775","0.045"
"1782","178","4754","-4.053999999999999","-4.053999999999999","0.14"
"1783","178","4725","-4.6","-4.6","0.025"
"1787","178","15000","-14.375","-14.375","0.125"
"1785","178","15000","-14.275","-14.275","0.145"
"1786","178","4730","-4.03","-4.03","0.14"
"1789","178","15000","-14.5","-14.5","0.1"
"1791","179","15000","-14.55","-14.55","0.09"
"1788","178","4721","-4.346","-4.346","0.075"
"1790","178","4740","-2.915","-2.915","0.365"
"1792","179","15000","-14.925","-14.925","0.015"
"1793","179","4767","-3.5420000000000003","-3.5420000000000003","0.245"
"1794","179","4751","-4.301","-4.301","0.09"
"1795","179","15000","-14.875","-14.875","0.025"
"1799","179","15000","-14.525","-14.525","0.095"
"1796","179","4755","-4.505","-4.505","0.05"
"1797","179","4719","-4.644","-4.644","0.015"
"1800","179","15000","-14.55","-14.55","0.09"
"1801","180","15000","-13.65","-13.65","0.27"
"1798","179","4765","-3.5399999999999996","-3.5399999999999996","0.245"
"1802","180","4754","-4.428999999999999","-4.428999999999999","0.065"
"1803","180","4764","-3.439","-3.439","0.265"
"1804","180","8904","-7.929","-7.929","0.195"
"1805","180","4703","-4.678","-4.678","0.005"
"1808","180","4751","-4.626","-4.626","0.025"
"1806","180","4737","-4.162","-4.162","0.115"
"1807","180","4747","-3.522","-3.522","0.245"
"1809","180","4758","-3.983","-3.983","0.155"
"1810","180","4724","-5.324","-5.324","0.28"
"1816","181","15000","-14.075","-14.075","0.185"
"1811","181","4747","-3.647","-3.647","0.22"
"1817","181","15000","-14.6","-14.6","0.08"
"1812","181","4755","-4.38","-4.38","0.075"
"1813","181","15000","-13.775","-13.775","0.245"
"1814","181","4758","-4.383","-4.383","0.075"
"1815","181","15000","-13.55","-13.55","0.29"
"1818","181","4755","-7.68","-7.68","0.015"
"1820","181","4753","-4.053","-4.053","0.14"
"1819","181","15000","-14.1","-14.1","0.18"
"1821","182","4775","-3.7500000000000004","-3.7500000000000004","0.205"
"1825","182","15000","-14.55","-14.55","0.09"
"1822","182","15000","-14.15","-14.15","0.17"
"1823","182","4703","-4.703","-4.703","0"
"1824","182","4726","-3.876","-3.876","0.17"
"1827","182","15000","-14.375","-14.375","0.125"
"1831","183","15000","-14.25","-14.25","0.15"
"1826","182","10856","-9.656","-9.656","0.24"
"1828","182","8629","-8.479","-8.479","0.03"
"1834","183","15000","-13.25","-13.25","0.35"
"1829","182","4712","-4.387","-4.387","0.065"
"1830","182","4773","-4.372999999999999","-4.372999999999999","0.08"
"1832","183","8878","-8.703","-8.703","0.035"
"1833","183","15000","-14.35","-14.35","0.13"
"1840","183","15000","-14.65","-14.65","0.07"
"1836","183","4740","-3.54","-3.54","0.24"
"1835","183","15000","-13.975","-13.975","0.205"
"1837","183","9959","-9.609","-9.609","0.07"
"1838","183","4753","-4.703","-4.703","0.01"
"1839","183","4767","-3.8420000000000005","-3.8420000000000005","0.185"
"1841","184","15000","-14.375","-14.375","0.125"
"1842","184","4757","-3.6319999999999997","-3.6319999999999997","0.225"
"1846","184","15000","-14.65","-14.65","0.07"
"1847","184","15000","-14.85","-14.85","0.03"
"1843","184","4720","-4.345","-4.345","0.075"
"1844","184","4802","-3.877","-3.877","0.185"
"1845","184","4741","-4.5409999999999995","-4.5409999999999995","0.04"
"1850","184","15000","-14.275","-14.275","0.145"
"1848","184","4768","-4.492999999999999","-4.492999999999999","0.055"
"1849","184","15000","-14.775","-14.775","0.045"
"1856","185","15000","-13.775","-13.775","0.245"
"1852","185","4733","-3.808","-3.808","0.185"
"1851","185","4732","-4.332","-4.332","0.08"
"1853","185","4754","-4.754","-4.754","0"
"1854","185","4740","-4.365","-4.365","0.075"
"1855","185","4760","-4.31","-4.31","0.09"
"1861","186","15000","-13.8","-13.8","0.24"
"1857","185","15000","-14.575","-14.575","0.085"
"1858","185","15000","-14.725","-14.725","0.055"
"1864","186","15000","-14.15","-14.15","0.17"
"1859","185","15000","-14.775","-14.775","0.045"
"1860","185","4738","-4.413","-4.413","0.065"
"1866","186","15000","-14.7","-14.7","0.06"
"1863","186","4743","-3.593","-3.593","0.23"
"1862","186","4731","-4.3309999999999995","-4.3309999999999995","0.08"
"1865","186","4707","-3.5569999999999995","-3.5569999999999995","0.23"
"1871","187","15000","-14.9","-14.9","0.02"
"1869","186","4725","-4.675","-4.675","0.01"
"1870","186","4739","-4.239","-4.239","0.1"
"1868","186","4759","-4.309","-4.309","0.09"
"1867","186","4868","-4.368","-4.368","0.1"
"1872","187","4753","-4.378","-4.378","0.075"
"1873","187","4734","-4.134","-4.134","0.12"
"1874","187","4743","-4.343","-4.343","0.08"
"1879","187","15000","-14.3","-14.3","0.14"
"1875","187","4736","-3.686","-3.686","0.21"
"1881","188","15000","-14.325","-14.325","0.135"
"1876","187","4754","-4.428999999999999","-4.428999999999999","0.065"
"1877","187","4754","-4.504","-4.504","0.05"
"1878","187","15000","-14.825","-14.825","0.035"
"1880","187","4736","-4.386","-4.386","0.07"
"1886","188","15000","-13.65","-13.65","0.27"
"1882","188","4712","-3.5869999999999997","-3.5869999999999997","0.225"
"1883","188","7291","-6.9910000000000005","-6.9910000000000005","0.06"
"1884","188","4749","-3.5489999999999995","-3.5489999999999995","0.24"
"1885","188","4754","-3.2289999999999996","-3.2289999999999996","0.305"
"1887","188","15000","-13.625","-13.625","0.275"
"1891","189","15000","-14.975","-14.975","0.005"
"1888","188","10487","-8.837","-8.837","0.33"
"1889","188","4727","-3.3520000000000003","-3.3520000000000003","0.275"
"1890","188","8151","-8.076","-8.076","0.015"
"1892","189","4729","-4.1290000000000004","-4.1290000000000004","0.12"
"1893","189","4715","-3.3899999999999997","-3.3899999999999997","0.265"
"1894","189","15000","-14.275","-14.275","0.145"
"1895","189","4737","-4.6370000000000005","-4.6370000000000005","0.02"
"1896","189","7404","-7.054","-7.054","0.07"
"1897","189","4725","-4.3","-4.3","0.085"
"1898","189","4778","-4.053","-4.053","0.145"
"1902","190","15000","-13.575","-13.575","0.285"
"1899","189","15000","-14.6","-14.6","0.08"
"1900","189","12788","-12.538","-12.538","0.05"
"1901","190","4759","-4.7090000000000005","-4.7090000000000005","0.01"
"1903","190","8944","-10.869","-10.869","0.215"
"1904","190","4761","-4.586","-4.586","0.035"
"1906","190","4735","-4.235","-4.235","0.1"
"1905","190","4749","-4.348999999999999","-4.348999999999999","0.08"
"1908","190","4764","-3.8390000000000004","-3.8390000000000004","0.185"
"1910","190","15000","-15","-15","0"
"1907","190","4765","-4.665","-4.665","0.02"
"1911","191","15000","-14.8","-14.8","0.04"
"1909","190","12262","-12.137","-12.137","0.025"
"1912","191","4727","-6.0520000000000005","-6.0520000000000005","0.135"
"1913","191","4767","-3.4170000000000003","-3.4170000000000003","0.27"
"1914","191","15000","-14.65","-14.65","0.07"
"1919","191","15000","-13.775","-13.775","0.245"
"1915","191","4713","-4.413","-4.413","0.06"
"1916","191","4706","-3.056","-3.056","0.33"
"1917","191","4711","-3.611","-3.611","0.22"
"1918","191","12915","-12.84","-12.84","0.015"
"1920","191","15000","-14.95","-14.95","0.01"
"1924","192","15000","-14.675","-14.675","0.065"
"1921","192","4732","-3.657","-3.657","0.215"
"1922","192","4797","-4.297","-4.297","0.1"
"1923","192","4757","-6.707","-6.707","0.01"
"1926","192","4735","-4.485","-4.485","0.05"
"1925","192","4751","-3.101","-3.101","0.33"
"1927","192","4742","-3.942","-3.942","0.16"
"1928","192","4759","-3.2090000000000005","-3.2090000000000005","0.31"
"1929","192","4757","-4.6819999999999995","-4.6819999999999995","0.015"
"1930","192","4785","-3.585","-3.585","0.24"
"1936","193","15000","-14.25","-14.25","0.15"
"1931","193","4783","-4.058000000000001","-4.058000000000001","0.145"
"1932","193","4771","-4.021","-4.021","0.15"
"1935","193","4760","-4.585","-4.585","0.035"
"1933","193","6981","-6.7059999999999995","-6.7059999999999995","0.055"
"1934","193","15000","-13.525","-13.525","0.295"
"1938","193","15000","-14.35","-14.35","0.13"
"1937","193","4767","-4.3420000000000005","-4.3420000000000005","0.085"
"1939","193","4757","-4.532","-4.532","0.045"
"1945","194","15000","-13.725","-13.725","0.255"
"1941","194","4756","-4.731","-4.731","0.005"
"1940","193","12163","-11.938","-11.938","0.045"
"1946","194","15000","-14.275","-14.275","0.145"
"1942","194","15000","-14.4","-14.4","0.12"
"1943","194","4743","-4.418","-4.418","0.065"
"1944","194","4749","-6.449","-6.449","0.06"
"1951","195","15000","-14.675","-14.675","0.065"
"1947","194","4757","-7.132","-7.132","0.125"
"1948","194","15000","-14.3","-14.3","0.14"
"1949","194","15000","-14.875","-14.875","0.025"
"1950","194","13192","-13.117","-13.117","0.015"
"1952","195","4738","-3.4380000000000006","-3.4380000000000006","0.26"
"1953","195","4761","-4.4110000000000005","-4.4110000000000005","0.07"
"1954","195","4740","-4.665","-4.665","0.015"
"1955","195","15000","-14.575","-14.575","0.085"
"1958","195","15000","-14.65","-14.65","0.07"
"1956","195","9049","-8.474","-8.474","0.115"
"1957","195","4755","-4.38","-4.38","0.075"
"1962","196","15000","-14.85","-14.85","0.03"
"1959","195","4749","-4.399","-4.399","0.07"
"1960","195","4730","-3.2300000000000004","-3.2300000000000004","0.3"
"1961","196","15000","-14.775","-14.775","0.045"
"1963","196","4754","-4.504","-4.504","0.05"
"1968","196","15000","-14.15","-14.15","0.17"
"1965","196","4755","-3.88","-3.88","0.175"
"1964","196","4742","-4.292","-4.292","0.09"
"1966","196","4730","-4.28","-4.28","0.09"
"1970","196","15000","-15","-15","0"
"1967","196","4768","-4.768","-4.768","0"
"1969","196","4725","-4.475","-4.475","0.05"
"1975","197","15000","-14.6","-14.6","0.08"
"1971","197","13114","-12.964","-12.964","0.03"
"1978","197","15000","-14.175","-14.175","0.165"
"1972","197","15000","-13.475","-13.475","0.305"
"1973","197","15000","-14.875","-14.875","0.025"
"1974","197","4721","-4.421","-4.421","0.06"
"1976","197","15000","-14.85","-14.85","0.03"
"1977","197","15000","-14.925","-14.925","0.015"
"1979","197","4734","-4.384","-4.384","0.07"
"1981","198","15000","-14.825","-14.825","0.035"
"1980","197","13575","-13.075","-13.075","0.1"
"1982","198","4764","-4.314","-4.314","0.09"
"1983","198","4787","-3.687","-3.687","0.22"
"1984","198","6200","-5.15","-5.15","0.21"
"1985","198","4758","-3.708","-3.708","0.21"
"1986","198","15000","-14.3","-14.3","0.14"
"1988","198","4755","-3.4299999999999997","-3.4299999999999997","0.265"
"1987","198","15000","-14.075","-14.075","0.185"
"1989","198","4734","-4.209","-4.209","0.105"
"1990","198","4737","-3.787","-3.787","0.19"
"1991","199","8299","-9.498999999999999","-9.498999999999999","0.16"
"1992","199","11541","-11.341000000000001","-11.341000000000001","0.04"
"1993","199","4766","-4.416","-4.416","0.07"
"1994","199","4751","-3.7510000000000003","-3.7510000000000003","0.2"
"1995","199","4770","-4.22","-4.22","0.11"
"1999","199","15000","-14.35","-14.35","0.13"
"1996","199","4709","-4.359","-4.359","0.07"
"1997","199","4736","-4.085999999999999","-4.085999999999999","0.13"
"1998","199","4777","-3.777","-3.777","0.2"
"2000","199","14745","-14.245","-14.245","0.1"
"2001","200","4744","-4.694","-4.694","0.01"
"2002","200","4731","-4.606","-4.606","0.025"
"2003","200","4773","-4.173","-4.173","0.12"
"2004","200","5939","-5.764","-5.764","0.035"
"2005","200","5743","-5.5680000000000005","-5.5680000000000005","0.035"
"2008","200","15000","-14.9","-14.9","0.02"
"2006","200","4743","-4.343","-4.343","0.08"
"2007","200","4729","-5.279","-5.279","0.09"
"2014","201","15000","-14.925","-14.925","0.015"
"2009","200","15000","-13.625","-13.625","0.275"
"2010","200","4783","-4.283","-4.283","0.1"
"2011","201","4733","-4.582999999999999","-4.582999999999999","0.03"
"2016","201","15000","-14.375","-14.375","0.125"
"2013","201","4708","-4.708","-4.708","0"
"2012","201","4754","-3.4539999999999997","-3.4539999999999997","0.26"
"2017","201","15000","-14.725","-14.725","0.055"
"2019","201","15000","-14.35","-14.35","0.13"
"2015","201","15000","-14.25","-14.25","0.15"
"2020","201","15000","-14.375","-14.375","0.125"
"2018","201","4855","-4.855","-4.855","0"
"2026","202","15000","-14.9","-14.9","0.02"
"2021","202","4736","-4.411","-4.411","0.065"
"2023","202","15000","-14.125","-14.125","0.175"
"2022","202","15000","-13.475","-13.475","0.305"
"2024","202","4748","-4.073","-4.073","0.135"
"2025","202","4761","-6.261","-6.261","0.1"
"2029","202","15000","-14.65","-14.65","0.07"
"2027","202","4733","-4.082999999999999","-4.082999999999999","0.13"
"2028","202","4757","-3.332","-3.332","0.285"
"2030","202","8828","-8.228","-8.228","0.12"
"2031","203","4740","-4.54","-4.54","0.04"
"2032","203","4727","-4.602","-4.602","0.025"
"2033","203","4756","-4.106","-4.106","0.13"
"2034","203","15000","-14.2","-14.2","0.16"
"2035","203","15000","-14.9","-14.9","0.02"
"2036","203","4743","-4.3180000000000005","-4.3180000000000005","0.085"
"2037","203","4769","-4.1690000000000005","-4.1690000000000005","0.12"
"2038","203","4776","-4.7509999999999994","-4.7509999999999994","0.005"
"2040","203","4719","-3.519","-3.519","0.24"
"2039","203","4745","-4.245","-4.245","0.1"
"2041","204","4746","-5.196000000000001","-5.196000000000001","0.11"
"2042","204","4805","-4.455","-4.455","0.07"
"2043","204","4779","-4.679","-4.679","0.02"
"2046","204","15000","-14.925","-14.925","0.015"
"2044","204","14895","-13.495","-13.495","0.28"
"2045","204","4744","-4.644","-4.644","0.02"
"2047","204","4779","-4.229","-4.229","0.11"
"2048","204","14919","-14.669","-14.669","0.05"
"2049","204","15000","-17.125","-17.125","0.175"
"2050","204","4799","-3.974","-3.974","0.165"
"2051","205","8317","-7.3420000000000005","-7.3420000000000005","0.195"
"2052","205","4708","-4.333","-4.333","0.075"
"2053","205","4724","-3.974","-3.974","0.15"
"2054","205","4764","-3.364","-3.364","0.28"
"2056","205","4756","-4.306","-4.306","0.09"
"2055","205","13406","-12.031","-12.031","0.275"
"2062","206","15000","-15","-15","0"
"2057","205","4739","-4.739","-4.739","0"
"2058","205","15000","-14.7","-14.7","0.06"
"2059","205","6733","-6.6579999999999995","-6.6579999999999995","0.015"
"2060","205","4740","-4.815","-4.815","0.385"
"2061","206","15000","-14.325","-14.325","0.135"
"2068","206","15000","-14.65","-14.65","0.07"
"2064","206","4732","-3.732","-3.732","0.2"
"2063","206","15000","-14.775","-14.775","0.045"
"2065","206","7605","-7.205","-7.205","0.08"
"2066","206","4742","-4.342","-4.342","0.08"
"2067","206","4733","-6.508","-6.508","0.045"
"2069","206","4723","-3.0229999999999997","-3.0229999999999997","0.34"
"2070","206","4754","-3.7789999999999995","-3.7789999999999995","0.195"
"2072","207","15000","-14.875","-14.875","0.025"
"2071","207","15000","-16.825","-16.825","0.035"
"2073","207","4754","-4.704","-4.704","0.01"
"2079","207","15000","-14.325","-14.325","0.135"
"2074","207","4781","-4.3309999999999995","-4.3309999999999995","0.09"
"2075","207","15000","-14.925","-14.925","0.015"
"2076","207","4760","-4.56","-4.56","0.04"
"2077","207","11712","-10.512","-10.512","0.24"
"2078","207","15000","-14.5","-14.5","0.1"
"2080","207","4729","-4.354","-4.354","0.075"
"2086","208","15000","-14.525","-14.525","0.095"
"2082","208","4759","-4.2090000000000005","-4.2090000000000005","0.11"
"2081","208","12345","-11.395000000000001","-11.395000000000001","0.19"
"2087","208","15000","-14.75","-14.75","0.05"
"2083","208","4761","-3.861","-3.861","0.18"
"2084","208","4740","-3.915","-3.915","0.165"
"2085","208","4711","-2.761","-2.761","0.39"
"2095","209","15000","-14.8","-14.8","0.04"
"2088","208","4721","-4.721","-4.721","0"
"2089","208","4735","-5.61","-5.61","0.225"
"2091","209","4728","-4.278","-4.278","0.09"
"2090","208","15000","-14.975","-14.975","0.005"
"2092","209","4730","-4.455","-4.455","0.055"
"2093","209","4730","-4.605","-4.605","0.025"
"2094","209","15000","-13.9","-13.9","0.22"
"2096","209","15000","-14.85","-14.85","0.03"
"2100","209","15000","-14.875","-14.875","0.025"
"2097","209","15000","-14.775","-14.775","0.045"
"2098","209","4767","-4.542000000000001","-4.542000000000001","0.045"
"2099","209","4765","-4.715","-4.715","0.01"
"2101","210","10031","-9.981","-9.981","0.01"
"2102","210","4785","-4.61","-4.61","0.035"
"2103","210","15000","-14.625","-14.625","0.075"
"2104","210","4762","-6.012","-6.012","0.15"
"2105","210","4746","-4.421","-4.421","0.065"
"2106","210","15000","-14.875","-14.875","0.025"
"2107","210","15000","-14.675","-14.675","0.065"
"2108","210","4728","-4.452999999999999","-4.452999999999999","0.055"
"2110","210","4740","-4.640000000000001","-4.640000000000001","0.02"
"2109","210","4785","-4.635","-4.635","0.03"
"2111","211","4773","-3.298","-3.298","0.295"
"2112","211","4744","-4.544","-4.544","0.04"
"2113","211","15000","-13.2","-13.2","0.36"
"2114","211","4753","-4.753","-4.753","0"
"2115","211","4760","-4.66","-4.66","0.02"
"2116","211","15000","-14.525","-14.525","0.095"
"2117","211","4746","-3.271000000000001","-3.271000000000001","0.295"
"2118","211","4768","-3.493","-3.493","0.255"
"2119","211","8252","-10.177","-10.177","0.215"
"2120","211","4747","-4.047","-4.047","0.14"
"2123","212","15000","-14.875","-14.875","0.025"
"2121","212","4731","-3.856","-3.856","0.175"
"2122","212","4749","-4.524","-4.524","0.045"
"2124","212","4760","-3.035","-3.035","0.345"
"2125","212","4767","-3.442","-3.442","0.265"
"2126","212","4750","-4.525","-4.525","0.045"
"2127","212","8297","-7.647","-7.647","0.13"
"2128","212","4745","-4.47","-4.47","0.055"
"2129","212","4755","-4.655","-4.655","0.02"
"2130","212","4762","-3.7869999999999995","-3.7869999999999995","0.195"
"2136","213","15000","-14.35","-14.35","0.13"
"2131","213","4733","-4.4079999999999995","-4.4079999999999995","0.065"
"2133","213","8078","-7.827999999999999","-7.827999999999999","0.05"
"2132","213","13373","-12.947999999999999","-12.947999999999999","0.085"
"2134","213","15000","-16.55","-16.55","0.09"
"2135","213","4722","-4.172000000000001","-4.172000000000001","0.11"
"2137","213","9097","-8.622","-8.622","0.095"
"2138","213","4734","-4.034","-4.034","0.14"
"2142","214","15000","-17.575","-17.575","0.085"
"2140","213","4736","-4.511","-4.511","0.045"
"2139","213","15000","-13.7","-13.7","0.26"
"2141","214","4708","-3.383","-3.383","0.265"
"2143","214","4769","-4.469","-4.469","0.06"
"2144","214","13963","-13.662999999999998","-13.662999999999998","0.06"
"2145","214","4728","-3.2279999999999998","-3.2279999999999998","0.3"
"2149","214","15000","-14.75","-14.75","0.05"
"2146","214","15000","-13.85","-13.85","0.23"
"2147","214","4711","-4.361000000000001","-4.361000000000001","0.07"
"2148","214","15000","-17.325","-17.325","0.135"
