"BehaviorSpace results (NetLogo 6.0.4)"
"baseline.nlogo"
"threat baseline run"
"03/25/2019 22:48:50:776 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","399","0","399"
"[run number]","experiment-number","random-seed","[step]","number-of-collisions","max-nav-error","count mine-contacts","marker-mean","marker-std-dev"
"183","52","5","30000","0","2296.3375292795295","100","25.866511771513125","33.16916384586456"
"188","57","5","7228","0","352.6660039361162","100","18.53216548371153","15.020669256874301"
"190","59","5","5312","0","814.4490295924206","99","50.718634762629904","38.486708892396024"
"192","61","5","6158","1","91.88938215472477","95","3.7652513110727956","3.238510345539166"
"193","62","5","8235","0","204.58663005763304","100","9.300308970018238","8.1575907535241"
"194","63","5","9894","0","263.3250192193477","100","17.844111903742412","14.663758957840757"
"197","1","8","5729","0","209.3581933760267","100","4.957980312315843","1.811725456717994"
"196","0","8","7767","0","313.0042837582943","100","13.07661009605984","9.745262545797614"
"191","60","5","9241","4","886.9825158614952","87","82.33255772050114","38.64789199919509"
"195","64","5","6078","3","404.36916962773233","100","13.329001611268582","7.739012106850948"
"189","58","5","6515","0","782.2934237745727","100","44.3424252964315","26.326705835239395"
"198","2","8","6410","0","813.3949487658173","100","12.773196538941596","14.090816361430692"
"201","5","8","7496","0","621.7213498749992","100","36.89554892835951","24.811620060169645"
"203","7","8","5457","0","580.7176158374986","100","26.67129218068185","17.44602857797779"
"204","8","8","5800","0","463.4523833121628","100","17.603484165439088","13.75444738276293"
"199","3","8","9045","0","171.8543546520628","100","7.156893846505999","7.023200960636999"
"205","9","8","10070","6","434.5440292032746","100","36.470420464241926","23.506408581444685"
"206","10","8","7397","0","1675.2010329337654","100","6.793055126869131","4.614888126347707"
"207","11","8","7799","0","1124.9240822216614","100","19.64892408570951","19.846748385548356"
"210","14","8","5490","0","1563.1368185081888","99","20.8694909163264","22.130327445407993"
"208","12","8","6274","0","1421.3295907232466","100","45.20430999939461","46.92268203252959"
"209","13","8","6603","0","400.4412163410208","100","13.157745295096587","3.5978882121565867"
"211","15","8","7628","0","622.2138739783494","100","13.640329117869703","9.48953071469899"
"202","6","8","6802","0","671.4026584528256","100","50.99449981997428","46.00465699750316"
"213","17","8","4537","0","24.57217734332419","100","0.7794251833775075","0.6493429270784088"
"214","18","8","3798","0","310.8063844621446","100","6.61294545334524","6.596245834433228"
"212","16","8","4272","0","326.2938372123616","100","12.131146140120993","12.320520788806055"
"200","4","8","8778","0","533.5637355607615","100","47.1277614326428","20.17311484384985"
"216","20","8","3256","0","819.4025991587897","100","5.787834072646294","3.5538156512887302"
"215","19","8","4774","0","100.37447771875532","100","4.1343400276847975","4.273000501381606"
"218","22","8","3356","0","77.2750187482165","100","9.447462193472079","4.395675077210328"
"217","21","8","5152","0","372.8617135766191","100","28.174364796361694","10.358062960821368"
"221","25","8","4033","0","410.50438838761386","100","6.61307878618535","3.418714966914125"
"220","24","8","3761","0","69.45182240060628","100","4.16802141963344","2.990790825411079"
"222","26","8","5339","5","336.96199469850615","100","9.848707185221459","7.117605719789946"
"223","27","8","3504","0","49.09785670673591","100","2.673430037323409","1.2722549505122613"
"224","28","8","4260","2","691.6005014199791","100","43.61438270555744","20.101400351099503"
"226","30","8","3381","0","544.6488740369504","100","27.75372367283683","22.372853430598767"
"219","23","8","30000","0","2215.0969741781832","100","12.840511536893008","5.487320436358334"
"227","31","8","4196","0","382.18539643939675","100","19.194648517492034","8.175390958725679"
"225","29","8","24909","5","2679.7490302526676","100","19.51562075416177","10.957740760921274"
"228","32","8","4961","0","217.9468811244564","100","12.721577020103123","8.729207169242692"
"229","33","8","3504","1","387.6413408812389","97","16.154763730957498","19.080108569832518"
"230","34","8","4347","0","509.1807937357113","25","19.517196816617833","9.29783524395815"
"231","35","8","4079","0","751.6444450767716","98","30.146691909039287","24.759146172032562"
"233","37","8","3486","0","603.8040419707816","43","13.9094216185746","6.309337586127609"
"232","36","8","7450","0","1554.129992310993","100","14.39872472861027","10.206270272785364"
"235","39","8","3905","0","34.3973400379149","98","2.4055810470577033","1.4291242253094196"
"234","38","8","3699","0","62.64405039729623","100","3.2414719111531825","1.2629147894293533"
"236","40","8","4341","0","366.57624953294726","100","10.96887215057368","5.548513515349625"
"237","41","8","4457","0","683.2923970160056","100","22.36086073754508","13.959108601916588"
"239","43","8","3755","0","859.415329482391","100","13.885572102369784","8.462976105873034"
"238","42","8","3286","0","606.2110152498124","57","19.79797351360632","16.929623043962373"
"241","45","8","4430","2","82.35610739366415","100","2.4788188098443773","1.838847746155905"
"242","46","8","3953","1","703.1543570371093","100","21.249031147210438","11.744325377946183"
"244","48","8","3767","2","1048.7185614614048","100","8.359778846099049","5.517610198233697"
"245","49","8","5929","3","401.042323580449","93","17.916045669527495","11.81914820879782"
"247","51","8","7252","0","1225.783602797241","100","25.097918271334446","19.018478219468513"
"240","44","8","7747","0","1728.2826918168607","99","33.40199019403854","27.190743529978175"
"243","47","8","4646","0","72.20343542508368","100","3.371227369997765","2.048227554161902"
"248","52","8","5142","0","969.3500861971884","100","20.511425991022303","16.2299963356891"
"246","50","8","29566","1","2405.552334204571","96","83.92108509951608","54.978908055042325"
"250","54","8","4894","0","337.39459943882196","69","30.26733725541306","10.18562354033511"
"249","53","8","10550","0","465.80693778757046","100","14.20347751807542","14.749550634826834"
"252","56","8","6074","0","743.7769025444226","100","6.483057081042831","3.851985170299285"
"253","57","8","7454","0","1332.9759681288217","100","70.46377865400933","57.453437452307384"
"251","55","8","30000","0","2827.820153377457","90","144.20755955136983","64.6553399450364"
"255","59","8","5300","0","312.6743201999232","100","35.067980228142765","20.727040917419316"
"257","61","8","6139","0","149.2843522848576","91","5.484503680070698","3.0821028424853028"
"258","62","8","8231","0","254.43386542211846","100","9.217733921917555","4.383025821559702"
"259","63","8","9883","0","528.0284660995703","100","40.445016747580105","29.98534204660869"
"260","64","8","6075","0","376.1995579989681","100","31.713944830147053","18.778036834148534"
"261","0","22","7757","0","184.60532603390226","100","8.006636056441085","7.133414276194608"
"262","1","22","5731","0","167.8909776372168","100","9.064560836590083","6.3276768068881815"
"254","58","8","6491","0","315.6443243162462","100","10.954947998432925","10.83691745010241"
"263","2","22","6407","0","194.08200617493878","100","9.217465287136493","6.258032723855831"
"264","3","22","9032","0","88.81154248061003","100","6.373118185653611","3.020635647769"
"256","60","8","30000","10","2105.25117951579","98","43.93653517507585","47.95597255290003"
"266","5","22","7481","4","678.0868736551763","100","30.59678563444243","28.229606617971896"
"269","8","22","5806","0","682.3499436942963","100","42.731962497885405","28.172647839248835"
"268","7","22","5428","0","732.1144116790764","100","30.03366381558871","17.23213542366072"
"270","9","22","10092","0","566.1931021006521","100","31.64232897180076","25.004966439784713"
"271","10","22","7395","0","1129.5351102050865","100","10.052761067837482","13.56886006324265"
"272","11","22","7485","0","357.5251722264099","100","22.95414075698351","24.637820664683726"
"274","13","22","6643","4","799.3633573151648","100","42.95804020189708","25.8589797100737"
"273","12","22","30000","3","2826.929952221938","98","38.604269429566216","30.69550666273736"
"276","15","22","7615","0","495.75102604960875","100","45.69730034830691","24.206922258973915"
"265","4","22","8814","0","1636.2689265372564","100","57.083615662691685","33.13503111963687"
"275","14","22","30000","0","2024.0791234017606","100","55.026001859856905","34.21992262720855"
"267","6","22","6823","0","904.2585148577621","100","19.86912842592585","21.028734171377256"
"278","17","22","4541","0","17.581255522034102","100","0.9396098101516459","0.7824701785043606"
"277","16","22","4256","0","152.30053737641205","100","13.601127824690998","5.749123634665604"
"279","18","22","3800","0","210.23963608984613","100","9.610398801461336","5.803551100715121"
"283","22","22","3384","0","295.8399342414232","100","32.9939912314654","16.169061970279742"
"285","24","22","3753","0","128.91088736763487","100","6.4469242909235485","2.9223782128144"
"286","25","22","4030","0","508.68164336935416","100","8.666758998650241","6.479439445826128"
"284","23","22","4223","0","457.7240673473809","100","21.70337347594141","23.417036039225014"
"281","20","22","3270","0","363.7955569989682","100","14.007603142442768","13.859258275316177"
"282","21","22","5166","0","367.34917188614804","100","15.135167875112035","16.044619605677653"
"280","19","22","4776","0","69.90230946562053","100","4.275146382745221","2.0987927964853785"
"287","26","22","4649","0","147.5071116583757","100","13.549974546674694","7.939262903912096"
"288","27","22","3510","0","82.08911357086137","100","4.482554452976999","2.7342372284718635"
"290","29","22","3530","0","861.5637669252333","100","24.80364192715336","19.111419992921135"
"289","28","22","4239","0","1146.1971632797854","99","64.52211370650947","34.03980408963947"
"292","31","22","4189","1","963.0451853057274","100","28.3475447060467","25.234205975199973"
"291","30","22","3504","0","940.6387177122117","100","26.600165627836404","19.74118763766253"
"294","33","22","3496","2","493.67007178310723","100","25.08082895608616","26.925665441011446"
"293","32","22","4961","0","237.29064258794037","100","27.929355436993575","11.841286527822067"
"295","34","22","4334","0","377.95426634202715","18","32.87166232628161","8.334696272167482"
"296","35","22","4052","0","252.98259195829488","100","17.981324052421698","7.7681731727924195"
"298","37","22","3480","0","177.1880846447122","43","12.361247347458265","7.313065415930849"
"297","36","22","3405","0","491.84353699249584","100","26.752446288345553","22.46459775991578"
"300","39","22","3904","0","65.3491874205114","99","2.6995477339655496","2.0739710508924736"
