"BehaviorSpace results (NetLogo 6.0.4)"
"straight-run-trial.nlogo"
"baseline1"
"01/03/2019 08:41:31:731 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","499","0","999"
"[run number]","experiment-number","[step]","objective-mine-speed","objective-mine-position","objective-mine-detected-ratio","number-of-collisions","max-nav-error","count mine-contacts"
"315","31","15000","-14.325","-74.94184921139309","0.135","0","4202.3987956015135","27"
"317","31","5001","-2.1510000000000007","-13.033507480711542","0.57","0","794.1669232727265","114"
"316","31","15000","-13.05","-29.61111069266761","0.39","0","2529.024246373374","78"
"319","31","4997","-4.047","-22.076292730982008","0.19","0","1984.5724019153351","38"
"323","32","15000","-14.85","-23.975543129263713","0.03","0","3669.1691307640854","6"
"320","31","4989","-4.3389999999999995","-19.696203246919783","0.13","0","2877.8797671121183","26"
"321","32","3129","-2.954","-31.169169256543874","0.035","0","2385.2807147158974","7"
"322","32","2944","-2.444","-8.776714208571171","0.1","0","2384.8611259802215","20"
"324","32","2955","-2.9050000000000002","-10.903032818528999","0.01","0","2158.066368313689","2"
"325","32","2962","-2.287","-6.718212456068081","0.135","0","1817.8644966720676","27"
"326","32","6726","-6.526","-13.236895949016992","0.04","0","2031.497421861473","8"
"328","32","2941","-2.316","-5.860241295103421","0.125","0","467.5841206484388","25"
"327","32","15000","-14.825","-22.53286641848982","0.035","0","3841.2035574348856","7"
"329","32","3021","-2.796","-45.0711800467678","0.045","0","3142.771677220918","9"
"331","33","15000","-11.3","-18.078514331710565","0.74","0","2692.670966574987","148"
"330","32","2955","-2.83","-10.69631427247454","0.025","0","1521.3729593309902","5"
"332","33","15000","-10.525","-16.11955461878105","0.895","0","4829.966649521213","179"
"333","33","15000","-11.9","-65.2403178953255","0.62","0","4212.175865888428","124"
"334","33","6758","-2.783","-13.177172773976027","0.795","0","3824.9315560484947","159"
"335","33","5198","-0.5229999999999997","-6.6329124809128235","0.935","0","808.7264131967795","187"
"336","33","5191","-0.391","-9.424420493677045","0.96","0","1198.663345208279","192"
"342","34","15000","-12.225","-21.258763416166353","0.555","0","3478.222980751011","111"
"337","33","14119","-9.568999999999999","-41.54746331615621","0.91","0","2944.640353459838","182"
"339","33","12092","-8.017000000000001","-35.46663648552344","0.815","0","3999.434813198557","163"
"338","33","15000","-12.275","-27.475735711564703","0.545","0","4331.684531548897","109"
"341","34","11813","-9.038","-46.09167528256833","0.555","0","3177.853086575725","111"
"344","34","15000","-13.25","-19.23859054464536","0.35","0","4075.3288503968715","70"
"340","33","9460","-7.16","-40.09345662691173","0.46","0","2918.1738553772834","92"
"345","34","15000","-11.675","-39.31260057566358","0.665","0","2559.58694379552","133"
"343","34","15000","-11.7","-35.955043794766866","0.66","0","3891.3115937361154","132"
"349","34","15000","-13.475","-24.027444284297623","0.305","0","2708.7390752734427","61"
"346","34","15000","-10.475","-21.934093696778973","0.905","0","2854.133936930459","181"
"347","34","15000","-11.175","-62.49374028548621","0.765","0","3938.063085979994","153"
"350","34","7574","-6.7989999999999995","-39.489818771123446","0.155","0","4378.139530153506","31"
"348","34","15000","-10.625","-19.749780783711824","0.875","0","3519.3084531701975","175"
"351","35","3786","-2.386","-28.813521169706366","0.28","0","3575.0884284530234","56"
"353","35","3799","0.7260000000000004","-10.876344349612527","0.905","0","1476.7380923085798","181"
"352","35","3801","1.1989999999999998","-2.7897627835526295","1","0","1294.4285837559073","200"
"355","35","3809","1.1909999999999998","-0.34528107427057275","1","0","2697.3195985871826","200"
"356","35","3801","0.44899999999999984","-11.801261491965615","0.85","0","2339.726013045484","170"
"358","35","3813","-0.7130000000000001","-13.513439211504057","0.62","0","2252.533928214223","124"
"357","35","3802","1.198","-0.7531285046252805","1","0","916.0832470124233","200"
"359","35","3793","-0.1930000000000005","-14.514027108125582","0.72","0","2819.5727098211773","144"
"354","35","15000","-11.475","-26.715387710204123","0.705","0","2441.914527778122","141"
"361","36","9093","-5.218","-22.135775076242602","0.775","0","1929.794896397898","155"
"360","35","3803","0.7970000000000006","-6.980564280303173","0.92","0","2193.3806497611304","184"
"362","36","9110","-4.659999999999999","-15.172902364656476","0.89","0","1659.6309005519433","178"
"364","36","9104","-4.928999999999999","-15.914141401726038","0.835","0","3217.4885313174395","167"
"363","36","9109","-4.159","-7.398014153584795","0.99","0","429.7688072754802","198"
"365","36","9128","-5.0280000000000005","-18.06059210655171","0.82","0","1144.462171863824","164"
"366","36","9110","-4.335","-7.373100945250206","0.955","0","254.53640132446372","191"
"367","36","9131","-5.2059999999999995","-21.98843628617182","0.785","0","1222.2521679156714","157"
"368","36","15000","-10.425","-20.986904735334985","0.915","0","2559.319089002339","183"
"369","36","9128","-4.978000000000001","-16.618187612601723","0.83","0","996.3544180011106","166"
"370","36","15000","-11.125","-26.89687215541098","0.775","0","3071.4639698497945","155"
"371","37","2946","0.7789999999999999","-6.221891050254354","0.745","0","1954.7820432742328","149"
"373","37","5929","-4.954000000000001","-11.804844600064328","0.195","0","3896.068283730365","39"
"374","37","2915","1.0350000000000001","-2.7063083825784657","0.99","1","2991.5666903328274","198"
"376","37","2933","0.016999999999999904","-11.156701070715723","0.59","0","1695.952836140932","118"
"378","37","2971","0.5289999999999999","-6.047417585897527","0.7","0","1657.213411856876","140"
"381","38","15000","-13.65","-28.05065777729952","0.27","0","5182.742883596394","54"
"372","37","15000","-11.925","-21.683261467597525","0.615","0","3565.1617246977144","123"
"375","37","15000","-12.625","-29.461378823620667","0.475","0","2646.292305696445","95"
"377","37","8737","-6.587","-14.916841242042064","0.43","0","3140.1831773166787","86"
"379","37","2926","2.074","-0.7876920077488272","1","0","691.6637224260019","200"
"380","37","2954","-0.7040000000000002","-8.902144844222589","0.45","0","1977.0271781875172","90"
"382","38","4709","-2.634","-33.04712285734455","0.415","0","2733.1390849474888","83"
"383","38","15000","-12.65","-57.04295890058669","0.47","0","4595.99657110971","94"
"384","38","2763","0.4620000000000002","-10.879850755650327","0.645","0","1721.9758702131787","129"
"385","38","2279","1.6710000000000003","-12.816598219865199","0.79","0","2566.9404923089064","158"
"386","38","2391","2.159","-4.5536103927586185","0.91","0","1147.1128580414584","182"
"388","38","3149","1.1260000000000003","-4.075959277830985","0.855","0","3010.7689118084318","171"
"387","38","13092","-9.217","-15.54222336046166","0.775","0","3824.665147757455","155"
"391","39","15000","-12.75","-18.4305155499288","0.45","0","2994.890530856579","90"
"389","38","2357","-0.3820000000000001","-30.623751319087674","0.395","0","2865.5284858709338","79"
"390","38","6750","-3.075","-20.154354716753577","0.735","0","4415.274208523122","147"
"395","39","15000","-12.4","-26.3071237953482","0.52","0","2853.4244594476336","104"
"394","39","2171","-0.22099999999999964","-9.03109676065022","0.39","0","1140.2838926485088","78"
"393","39","12931","-10.831","-31.92050762853162","0.42","0","3219.12820820759","84"
"392","39","15000","-12.35","-33.18117037853367","0.53","0","4991.908816187242","106"
"396","39","2191","0.6339999999999999","-8.520349132226633","0.565","0","1526.148818037208","113"
"397","39","9320","-8.82","-16.709466131790425","0.1","0","4041.3035960038214","20"
"398","39","11587","-10.387","-42.838593855919264","0.24","0","3764.649372664482","48"
"399","39","15000","-13.325","-23.13802066901868","0.335","0","5589.495916738564","67"
"404","40","15000","-12.925","-22.56681977539851","0.415","0","1998.2735862141744","83"
"400","39","2607","-2.2070000000000003","-10.375586827320975","0.08","0","2445.589087024608","16"
"401","40","6762","-2.3369999999999997","-6.17785492339269","0.885","0","651.0383333827062","177"
"403","40","6765","-3.19","-15.413679921031052","0.715","0","1982.4526785394926","143"
"402","40","15000","-11.275","-21.699816179118194","0.745","0","3523.637306365767","149"
"405","40","6735","-2.1100000000000003","-6.956126509735275","0.925","0","611.5778428285923","185"
"406","40","6736","-2.436","-10.368334631881462","0.86","0","599.6561913339556","172"
"407","40","6745","-3.02","-13.003503443028215","0.745","0","1546.9876159384035","149"
"408","40","6750","-2.3","-8.864408803292026","0.89","0","671.6374375681492","178"
"409","40","6767","-3.0170000000000003","-8.334270653878026","0.75","0","2468.592433758274","150"
"411","41","2163","1.412","-4.744191619638545","0.715","0","1687.279758126049","143"
"410","40","15000","-10.875","-17.73920216938847","0.825","0","3285.275420322402","165"
"412","41","4599","-2.749","-33.06430204340819","0.37","0","3130.578544018984","74"
"413","41","7796","-5.346","-13.808001403706783","0.49","0","3911.7274592191166","98"
"414","41","4767","-3.4170000000000003","-14.057126528498557","0.27","0","3071.3121538435907","54"
"415","41","2155","0.7949999999999999","-14.035016422575486","0.59","0","1324.9045119887162","118"
"416","41","13811","-12.611","-51.59477995204671","0.24","0","3247.584847230256","48"
"417","41","15000","-14.1","-24.382585416645654","0.18","0","3573.8953480353566","36"
"419","41","2167","0.9830000000000001","-14.357767180476147","0.63","0","1175.765104756518","126"
"418","41","6367","-2.0170000000000003","-16.796311085043875","0.87","0","3151.9544784641575","174"
"420","41","2169","1.206","-9.66529863738442","0.675","0","1473.8096580141812","135"
"421","42","2054","1.7710000000000004","-1.5793479265366206","0.765","0","366.1218490882451","153"
"422","42","2061","1.8390000000000004","-3.9604678697512163","0.78","0","505.43445104257074","156"
"423","42","2051","2.023999999999999","0.12561524582804018","0.815","0","433.71824349321105","163"
"424","42","2043","1.7569999999999997","-2.7205839352330576","0.76","0","839.5918911284151","152"
"425","42","2056","1.294","-5.3190086081587555","0.67","0","584.543264710154","134"
"426","42","2073","1.2770000000000001","-6.268506299362337","0.67","0","1652.2691557885669","134"
"427","42","2064","1.1360000000000001","-10.733500728567211","0.64","0","673.3531243554957","128"
"428","42","2055","0.5699999999999998","-13.973822454819334","0.525","0","892.4410827535482","105"
"429","42","2054","1.8210000000000002","-2.1465574284794973","0.775","0","1156.8262581732208","155"
"430","42","2082","0.7930000000000001","-12.571992141784929","0.575","0","1442.2893665106415","115"
"431","43","2302","1.073","-4.119282050668506","0.675","0","586.1191412353899","135"
"432","43","2274","0.2759999999999998","-0.8729824610926149","0.71","1","100.30601055951878","142"
"433","43","2280","1.0700000000000003","-1.6947410627012576","0.67","0","244.7604193761946","134"
"434","43","2300","0.9500000000000002","-6.274190066752259","0.65","0","860.2971368317798","130"
"435","43","2301","0.9239999999999999","-5.09120773815161","0.645","0","743.8493574756756","129"
"436","43","2283","0.7669999999999999","-3.5375423597697675","0.61","0","444.1999354598574","122"
"437","43","2285","0.6149999999999998","-2.150451164078662","0.58","0","189.04790689058706","116"
"438","43","2290","0.5599999999999996","-6.127323635189987","0.57","0","492.4945821151176","114"
"439","43","2287","1.1629999999999998","-0.48093480888574414","0.69","0","88.69719873889807","138"
"440","43","2287","1.0130000000000003","-2.2154881258391046","0.66","0","218.69688781436682","132"
"442","44","2320","-0.019999999999999574","-22.10029265770853","0.46","0","2009.0939719763614","92"
"441","44","15000","-12.8","-22.531360563425537","0.44","0","5162.4057821138995","88"
"444","44","2332","-0.23199999999999976","-19.38215490001513","0.42","0","1713.1153595230774","84"
"443","44","15000","-11.725","-19.836262816741687","0.655","0","3125.441249044647","131"
"445","44","2311","1.4140000000000001","-2.4045349864429504","0.745","0","686.855044191391","149"
"446","44","2318","1.2069999999999999","-3.0703979790495355","0.705","0","818.4877987327793","141"
"447","44","2310","0.7650000000000001","-12.049009180360645","0.615","0","1338.1346552722862","123"
"451","45","15000","-11.825","-43.09040192675042","0.635","0","3528.5702804867783","127"
"452","45","15000","-12.425","-18.495269381150067","0.515","0","2556.741560959047","103"
"448","44","2313","1.4869999999999997","-10.894126964400145","0.76","0","778.2080567600127","152"
"449","44","2324","-0.09899999999999975","-15.005510637209422","0.445","0","1813.0356674444638","89"
"450","44","2319","0.5309999999999997","-7.558509534400431","0.57","0","3316.7015687461644","114"
"456","45","15000","-14.025","-22.224647616231564","0.195","0","3377.6448451883207","39"
"453","45","8794","-5.219000000000001","-24.459696713384773","0.715","0","2325.791501885423","143"
"455","45","13714","-10.489","-24.73817902305223","0.645","0","5281.516780142116","129"
"454","45","15000","-10.825","-18.92785710734302","0.835","0","3328.925106494166","167"
"457","45","15000","-13.325","-25.360989272205483","0.335","0","5589.762416884377","67"
"458","45","8642","-3.792","-10.128286141605209","0.97","0","2020.1191652771388","194"
"459","45","8675","-5.025","-15.731124623152843","0.73","0","2800.414898984105","146"
"460","45","9097","-6.997","-18.584104148438215","0.42","0","5137.058194021976","84"
"461","46","4070","-2.92","-11.343339410622843","0.23","0","2552.5190185109313","46"
"462","46","4084","-2.7339999999999995","-8.405667879773397","0.67","2","1097.1572037921892","134"
"463","46","4072","0.2779999999999996","-2.5844953472783208","0.87","0","1676.0713093800796","174"
"464","46","4073","-1.6730000000000005","-10.35083228878599","0.48","0","1919.9991892435073","96"
"465","46","4063","-1.713","-9.578762831685967","0.47","0","738.9429205484213","94"
"466","46","4076","-1.6509999999999998","-6.385931479823339","0.485","0","2529.834057237129","97"
"467","46","4048","-1.0730000000000004","-5.2991722338723255","0.595","0","669.5137334467546","119"
"468","46","4063","-1.4129999999999994","-9.151188415340837","0.53","0","2626.5767463664642","106"
"469","46","4062","-1.0120000000000005","-8.927774858969492","0.61","0","804.8649195565399","122"
"470","46","4068","-1.8929999999999998","-12.640456879033302","0.435","0","1545.512739644022","87"
"471","47","2342","2.2580000000000005","-0.4000105099116684","0.92","0","365.3797639101827","184"
"472","47","2361","1.7639999999999998","-6.20367940895499","0.825","0","673.4632484977685","165"
"473","47","2339","2.486","0.11577949064116666","0.965","0","634.6309807825576","193"
"474","47","2367","2.2330000000000005","-2.8397748513981913","0.92","0","549.4670486829501","184"
"475","47","2305","2.57","-0.9238790084284596","0.975","0","393.71742803394085","195"
"476","47","2307","2.193","-3.7023972397202107","0.9","0","523.7308016014298","180"
"477","47","2319","2.5060000000000002","-0.77199695457875","0.965","0","706.9283747189072","193"
"478","47","2296","2.579","0.2300967176743165","0.975","0","189.75105967129565","195"
"482","48","15000","-17.367","-17.367","0","0","0","0"
"481","48","15000","-17.339","-17.339","0","0","0","0"
"479","47","2322","2.4029999999999996","-0.033343786441276446","0.945","0","470.0047025271016","189"
"480","47","2408","2.4170000000000003","-2.58767797662195","0.965","0","428.95504689391174","193"
"483","48","15000","-17.305","-17.305","0","0","0","0"
"484","48","15000","-17.307","-17.307","0","0","0","0"
"486","48","15000","-17.296","-17.296","0","0","0","0"
"485","48","15000","-17.319","-17.319","0","0","0","0"
"487","48","15000","-32.367","-32.367","0","0","0","0"
"488","48","15000","-32.339","-32.339","0","0","0","0"
"489","48","15000","-17.322","-17.322","0","0","0","0"
"490","48","15000","-17.408","-17.408","0","0","0","0"
"491","49","2622","1.9530000000000003","1.4155678680797448","0.915","0","45.49190186822156","183"
"492","49","2635","1.915","1.6615366284658304","0.91","0","21.5508242585849","182"
"493","49","2622","1.5780000000000003","1.3553002654485458","0.84","0","25.096145480073705","168"
"494","49","2629","1.7710000000000004","1.347471078178709","0.88","0","29.095258871041114","176"
"495","49","2628","1.5969999999999995","1.3027220843174612","0.845","0","17.4492136516272","169"
"496","49","2621","1.7040000000000002","1.3570143931304686","0.865","0","24.8214437761456","173"
"497","49","2624","1.501","1.1225888039121203","0.825","0","35.41942903029917","165"
